classID,studentID,classGrade
1039,13067,98
1200,13068,89
1321,13068,76
1098,13068,90
1051,13068,93
1028,13068,88
1093,13068,96
1174,13068,94
1151,13068,96
1104,13069,80
1145,13069,86
1074,13069,73
1243,13069,71
1004,13069,92
1269,13069,70
1182,13069,78
1047,13069,79
1248,13070,94
1097,13070,82
1210,13070,69
1059,13070,90
1340,13070,78
1069,13070,64
1150,13070,89
1015,13070,68
1208,13071,88
1105,13071,95
1026,13071,86
1147,13071,86
1348,13071,91
1045,13071,93
1262,13071,85
1071,13071,92
1048,13072,91
1153,13072,78
1186,13072,94
1251,13072,89
1092,13072,82
1029,13072,68
1126,13072,73
1295,13072,76
1112,13073,88
1017,13073,98
1082,13073,85
1179,13073,90
1268,13073,88
1053,13073,87
1326,13073,99
1159,13073,68
1056,13074,76
1129,13074,73
1234,13074,63
1075,13074,66
1292,13074,87
1005,13074,64
1222,13074,88
1111,13074,94
1328,13075,74
1225,13075,99
1106,13075,93
1211,13075,74
1132,13075,74
1077,13075,88
1038,13075,87
1023,13075,87
1224,13076,94
1137,13076,72
1034,13076,84
1275,13076,87
1012,13076,89
1085,13076,67
1102,13076,89
1303,13076,64
1032,13077,71
1025,13077,94
1090,13077,68
1307,13077,91
1324,13077,76
1277,13077,86
1110,13077,64
1135,13077,85
1024,13078,89
1081,13078,86
1042,13078,70
1227,13078,95
1332,13078,69
1165,13078,60
1158,13078,91
1119,13078,61
1040,13079,69
1113,13079,71
1162,13079,78
1219,13079,84
1276,13079,81
1149,13079,74
1094,13079,83
1031,13079,97
1232,13080,99
1001,13080,69
1170,13080,94
1083,13080,93
1140,13080,67
1061,13080,61
1118,13080,89
1271,13080,91
1048,13081,99
1089,13081,72
1114,13081,78
1347,13081,90
1300,13081,83
1253,13081,83
1022,13081,94
1143,13081,66
1264,13082,73
1145,13082,91
1050,13082,89
1123,13082,79
1180,13082,68
1013,13082,92
1246,13082,55
1079,13082,60
1000,13083,97
1041,13083,100
1122,13083,94
1155,13083,73
1204,13083,85
1093,13083,85
1254,13083,94
1335,13083,64
1120,13084,99
1329,13084,96
1058,13084,89
1315,13084,90
1020,13084,67
1157,13084,83
1190,13084,64
1087,13084,64
1184,13085,89
1337,13085,92
1098,13085,60
1091,13085,77
1236,13085,90
1021,13085,86
1046,13085,96
1151,13085,70
1096,13086,66
1153,13086,73
1178,13086,78
1195,13086,64
1308,13086,78
1037,13086,95
1030,13086,66
1095,13086,77
1008,13087,91
1129,13087,76
1106,13087,99
1323,13087,93
1316,13087,68
1045,13087,71
1166,13087,94
1071,13087,96
1104,13088,81
1009,13088,92
1066,13088,94
1203,13088,79
1044,13088,80
1325,13088,91
1134,13088,87
1279,13088,80
1088,13089,85
1017,13089,87
1306,13089,72
1235,13089,96
1148,13089,71
1053,13089,65
1174,13089,74
1127,13089,93
1240,13090,83
1345,13090,95
1186,13090,85
1131,13090,92
1028,13090,75
1069,13090,64
1054,13090,74
1103,13090,68
1272,13091,96
1321,13091,59
1114,13091,100
1067,13091,94
1052,13091,85
1133,13091,90
1294,13091,61
1007,13091,90
1216,13092,90
1265,13092,89
1034,13092,82
1139,13092,91
1004,13092,67
1317,13092,99
1070,13092,74
1111,13092,78
1280,13093,92
1121,13093,72
1154,13093,87
1331,13093,91
1188,13093,73
1061,13093,75
1006,13093,88
1079,13093,87
1248,13094,95
1049,13094,86
1074,13094,94
1147,13094,91
1292,13094,100
1117,13094,81
1014,13094,86
1287,13094,75
1056,13095,67
1065,13095,80
1130,13095,67
1339,13095,91
1244,13095,94
1029,13095,84
1126,13095,90
1263,13095,81
1112,13096,75
1233,13096,68
1162,13096,89
1155,13096,79
1212,13096,65
1077,13096,72
1062,13096,93
1015,13096,90
1312,13097,97
1177,13097,71
1042,13097,96
1075,13097,74
1116,13097,99
1229,13097,77
1142,13097,95
1023,13097,97
1016,13098,68
1073,13098,84
1050,13098,86
1211,13098,57
1164,13098,92
1141,13098,97
1270,13098,82
1119,13098,71
1032,13099,87
1097,13099,92
1002,13099,75
1187,13099,77
1068,13099,65
1285,13099,80
1150,13099,95
1311,13099,95
1064,13100,85
1025,13100,89
1122,13100,62
1035,13100,91
1284,13100,94
1293,13100,71
1158,13100,90
1343,13100,75
1120,13101,77
1081,13101,79
1170,13101,92
1347,13101,71
1012,13101,85
1261,13101,82
1038,13101,100
1159,13101,81
1288,13102,82
1105,13102,66
1346,13102,84
1027,13102,93
1076,13102,95
1037,13102,76
1230,13102,82
1135,13102,69
1072,13103,79
1057,13103,86
1242,13103,95
1163,13103,83
1124,13103,80
1269,13103,71
1022,13103,72
1143,13103,75
1336,13104,79
1241,13104,66
1058,13104,78
1003,13104,94
1084,13104,93
1301,13104,80
1102,13104,70
1151,13104,94
1096,13105,85
1089,13105,74
1010,13105,96
1043,13105,69
1340,13105,80
1237,13105,92
1134,13105,62
1319,13105,87
1160,13106,64
1249,13106,95
1274,13106,81
1011,13106,92
1156,13106,99
1125,13106,82
1046,13106,90
1087,13106,82
1344,13107,75
1065,13107,88
1034,13107,91
1019,13107,83
1132,13107,62
1277,13107,91
1110,13107,95
1175,13107,72
1192,13108,72
1137,13108,82
1018,13108,85
1099,13108,96
1252,13108,69
1085,13108,93
1054,13108,80
1183,13108,86
1152,13109,86
1033,13109,71
1098,13109,86
1083,13109,86
1020,13109,78
1333,13109,80
1278,13109,93
1191,13109,92
1040,13110,94
1073,13110,91
1026,13110,60
1291,13110,93
1220,13110,89
1149,13110,81
1238,13110,78
1127,13110,87
1080,13111,83
1001,13111,82
1250,13111,87
1283,13111,97
1060,13111,92
1157,13111,95
1302,13111,87
1103,13111,65
1200,13112,93
1145,13112,76
1042,13112,83
1323,13112,81
1028,13112,96
1101,13112,81
1310,13112,85
1095,13112,93
1104,13113,93
1041,13113,68
1322,13113,66
1027,13113,90
1140,13113,83
1093,13113,89
1318,13113,100
1167,13113,90
1112,13114,88
1009,13114,67
1226,13114,93
1051,13114,77
1172,13114,78
1069,13114,78
1198,13114,63
1159,13114,74
1128,13115,93
1017,13115,69
1178,13115,86
1107,13115,93
1228,13115,64
1045,13115,61
1286,13115,95
1071,13115,72
1120,13116,95
1185,13116,72
1218,13116,94
1299,13116,95
1092,13116,86
1133,13116,72
1062,13116,66
1031,13116,90
1024,13117,96
1225,13117,96
1106,13117,76
1059,13117,92
1148,13117,79
1309,13117,86
1206,13117,75
1079,13117,93
1048,13118,56
1081,13118,75
1002,13118,74
1131,13118,74
1100,13118,91
1213,13118,69
1334,13118,62
1271,13118,71
1088,13119,85
1161,13119,90
1330,13119,73
1139,13119,99
1036,13119,87
1109,13119,92
1030,13119,95
1295,13119,81
1320,13120,90
1113,13120,85
1010,13120,84
1307,13120,85
1044,13120,84
1077,13120,89
1142,13120,69
1239,13120,92
1000,13121,74
1233,13121,65
1050,13121,67
1147,13121,88
1068,13121,99
1173,13121,89
1214,13121,75
1111,13121,70
1064,13122,83
1121,13122,76
1194,13122,90
1171,13122,92
1348,13122,69
1053,13122,86
1150,13122,91
1007,13122,80
1096,13123,91
1025,13123,91
1338,13123,87
1155,13123,75
1260,13123,76
1085,13123,93
1038,13123,91
1223,13123,76
1072,13124,92
1153,13124,75
1202,13124,60
1035,13124,99
1004,13124,77
1285,13124,100
1294,13124,61
1119,13124,74
1328,13125,74
1097,13125,84
1234,13125,89
1043,13125,67
1076,13125,84
1005,13125,88
1182,13125,94
1135,13125,67
1080,13126,93
1129,13126,88
1346,13126,66
1115,13126,100
1268,13126,86
1013,13126,97
1046,13126,77
1175,13126,87
1296,13127,98
1329,13127,88
1242,13127,75
1051,13127,96
1108,13127,100
1141,13127,89
1006,13127,81
1087,13127,85
1088,13128,79
1241,13128,92
1282,13128,88
1131,13128,90
1116,13128,84
1061,13128,77
1342,13128,88
1015,13128,71
1008,13129,67
1249,13129,83
1138,13129,81
1091,13129,89
1300,13129,82
1341,13129,98
1054,13129,97
1127,13129,94
1056,13130,92
1137,13130,96
1114,13130,70
1219,13130,99
1012,13130,65
1349,13130,89
1078,13130,81
1303,13130,94
1224,13131,85
1105,13131,83
1314,13131,96
1179,13131,66
1156,13131,83
1037,13131,73
1086,13131,81
1023,13131,78
1032,13132,99
1145,13132,79
1082,13132,70
1315,13132,87
1276,13132,87
1021,13132,95
1118,13132,81
1247,13132,82
1104,13133,87
1169,13133,84
1146,13133,83
1195,13133,91
1052,13133,68
1317,13133,72
1094,13133,97
1031,13133,93
1336,13134,69
1217,13134,99
1122,13134,90
1067,13134,91
1132,13134,62
1293,13134,80
1014,13134,78
1055,13134,76
1136,13135,62
1337,13135,87
1098,13135,87
1003,13135,73
1180,13135,57
1245,13135,90
1070,13135,99
1063,13135,98
1016,13136,92
1089,13136,58
1154,13136,58
1187,13136,89
1060,13136,92
1221,13136,70
1302,13136,92
1103,13136,88
1144,13137,84
1273,13137,77
1018,13137,75
1123,13137,82
1084,13137,73
1045,13137,97
1350,13137,92
1311,13137,70
1064,13138,71
1049,13138,84
1250,13138,78
1291,13138,83
1140,13138,61
1029,13138,62
1190,13138,87
1111,13138,74
1232,13139,70
1001,13139,89
1290,13139,68
1331,13139,93
1092,13139,91
1053,13139,90
1158,13139,73
1119,13139,75
1152,13140,99
1177,13140,82
1058,13140,100
1259,13140,81
1020,13140,79
1093,13140,67
1310,13140,91
1127,13140,77
1168,13141,80
1009,13141,69
1210,13141,65
1099,13141,85
1324,13141,94
1061,13141,83
1078,13141,70
1143,13141,99
1024,13142,75
1185,13142,83
1090,13142,90
1267,13142,95
1148,13142,88
1117,13142,100
1318,13142,70
1039,13142,63
1000,13143,91
1065,13143,66
1186,13143,91
1275,13143,95
1124,13143,91
1149,13143,79
1246,13143,78
1047,13143,86
1072,13144,90
1345,13144,94
1034,13144,66
1139,13144,68
1236,13144,80
1125,13144,73
1022,13144,100
1279,13144,95
1344,13145,95
1073,13145,67
1226,13145,98
1059,13145,74
1100,13145,90
1005,13145,68
1166,13145,81
1151,13145,73
1240,13146,96
1081,13146,63
1042,13146,85
1299,13146,72
1028,13146,89
1157,13146,85
1126,13146,80
1351,13146,75
1008,13147,95
1089,13147,100
1234,13147,82
1283,13147,90
1036,13147,95
1133,13147,80
1294,13147,91
1103,13147,75
1016,13148,92
1313,13148,62
1106,13148,84
1203,13148,88
1044,13148,80
1141,13148,93
1174,13148,93
1095,13148,87
1320,13149,65
1153,13149,89
1114,13149,93
1035,13149,100
1188,13149,80
1013,13149,92
1302,13149,94
1071,13149,64
1040,13150,64
1065,13150,82
1130,13150,63
1259,13150,91
1308,13150,82
1021,13150,99
1102,13150,89
1327,13150,70
1112,13151,86
1057,13151,78
1218,13151,91
1147,13151,95
1244,13151,95
1029,13151,87
1310,13151,92
1079,13151,84
1024,13152,92
1129,13152,97
1050,13152,94
1107,13152,75
1284,13152,89
1301,13152,92
1182,13152,91
1087,13152,91
1248,13153,88
1161,13153,77
1026,13153,97
1307,13153,69
1068,13153,86
1101,13153,78
1134,13153,95
1055,13153,89
1328,13154,57
1137,13154,93
1002,13154,83
1115,13154,98
1052,13154,97
1181,13154,92
1086,13154,95
1255,13154,91
1336,13155,86
1193,13155,64
1058,13155,73
1011,13155,75
1108,13155,76
1149,13155,89
1094,13155,81
1183,13155,90
1128,13156,86
1017,13156,73
1034,13156,83
1075,13156,96
1260,13156,74
1189,13156,72
1326,13156,90
1111,13156,97
1136,13157,95
1073,13157,64
1010,13157,82
1243,13157,70
1060,13157,95
1197,13157,84
1262,13157,77
1119,13157,91
1144,13158,72
1225,13158,66
1018,13158,60
1315,13158,64
1332,13158,89
1069,13158,100
1110,13158,72
1063,13158,74
1080,13159,68
1113,13159,75
1042,13159,80
1291,13159,77
1156,13159,85
1261,13159,98
1030,13159,96
1191,13159,77
1088,13160,96
1201,13160,74
1050,13160,67
1019,13160,81
1316,13160,95
1269,13160,91
1142,13160,98
1127,13160,72
1152,13161,76
1081,13161,69
1322,13161,84
1267,13161,77
1116,13161,60
1037,13161,91
1222,13161,79
1007,13161,87
1128,13162,72
1321,13162,86
1026,13162,77
1083,13162,87
1036,13162,87
1277,13162,90
1118,13162,82
1167,13162,74
1064,13163,100
1145,13163,84
1298,13163,88
1211,13163,88
1252,13163,68
1109,13163,75
1006,13163,86
1039,13163,72
1120,13164,91
1025,13164,68
1258,13164,93
1043,13164,96
1196,13164,69
1077,13164,61
1150,13164,94
1319,13164,93
1096,13165,92
1153,13165,90
1066,13165,81
1275,13165,94
1044,13165,86
1309,13165,84
1014,13165,91
1175,13165,95
1000,13166,93
1033,13166,78
1162,13166,70
1123,13166,95
1076,13166,88
1157,13166,95
1198,13166,87
1231,13166,96
1072,13167,84
1289,13167,92
1122,13167,83
1339,13167,74
1052,13167,99
1133,13167,80
1022,13167,77
1183,13167,99
1104,13168,73
1041,13168,93
1242,13168,61
1155,13168,90
1292,13168,85
1205,13168,77
1070,13168,91
1015,13168,63
1080,13169,91
1001,13169,73
1306,13169,81
1131,13169,93
1164,13169,74
1253,13169,94
1126,13169,84
1047,13169,95
1224,13170,76
1121,13170,95
1330,13170,69
1051,13170,97
1300,13170,87
1141,13170,84
1030,13170,88
1095,13170,68
1088,13171,73
1049,13171,72
1170,13171,91
1099,13171,72
1004,13171,76
1229,13171,83
1158,13171,89
1199,13171,76
1136,13172,90
1089,13172,63
1098,13172,95
1347,13172,93
1060,13172,64
1285,13172,96
1190,13172,75
1023,13172,72
1064,13173,91
1009,13173,75
1314,13173,82
1059,13173,85
1340,13173,65
1237,13173,91
1102,13173,87
1159,13173,81
1008,13174,76
1057,13174,58
1250,13174,84
1283,13174,96
1084,13174,74
1149,13174,68
1206,13174,91
1103,13174,74
1072,13175,60
1033,13175,86
1106,13175,93
1323,13175,87
1132,13175,66
1005,13175,69
1214,13175,79
1295,13175,83
1344,13176,94
1017,13176,67
1138,13176,77
1091,13176,88
1124,13176,93
1045,13176,63
1254,13176,92
1207,13176,80
1016,13177,95
1329,13177,97
1194,13177,95
1107,13177,92
1268,13177,73
1157,13177,73
1078,13177,86
1055,13177,84
1048,13178,68
1129,13178,94
1002,13178,82
1299,13178,95
1100,13178,87
1085,13178,77
1166,13178,98
1239,13178,83
1112,13179,97
1041,13179,66
1226,13179,84
1259,13179,85
1092,13179,85
1165,13179,97
1006,13179,95
1135,13179,99
1208,13180,73
1137,13180,87
1074,13180,69
1331,13180,85
1036,13180,80
1117,13180,77
1014,13180,98
1303,13180,90
1256,13181,90
1065,13181,88
1290,13181,93
1139,13181,76
1012,13181,67
1245,13181,91
1110,13181,78
1063,13181,90
1056,13182,95
1209,13182,88
1338,13182,79
1067,13182,78
1276,13182,74
1013,13182,73
1118,13182,94
1143,13182,91
1032,13183,99
1025,13183,58
1234,13183,81
1147,13183,70
1068,13183,79
1125,13183,64
1174,13183,94
1287,13183,90
1232,13184,92
1281,13184,100
1114,13184,66
1075,13184,84
1044,13184,90
1133,13184,76
1222,13184,95
1031,13184,93
1120,13185,79
1001,13185,81
1058,13185,91
1267,13185,94
1308,13185,91
1093,13185,88
1230,13185,85
1151,13185,76
1144,13186,60
1009,13186,75
1178,13186,90
1115,13186,92
1052,13186,78
1317,13186,98
1086,13186,86
1215,13186,85
1304,13187,97
1233,13187,92
1122,13187,67
1155,13187,91
1284,13187,75
1021,13187,92
1062,13187,95
1071,13187,85
1312,13188,72
1097,13188,80
1010,13188,84
1251,13188,88
1348,13188,73
1069,13188,97
1134,13188,76
1039,13188,92
1264,13189,78
1105,13189,71
1242,13189,66
1035,13189,86
1324,13189,61
1029,13189,81
1142,13189,94
1079,13189,80
1024,13190,92
1113,13190,82
1266,13190,85
1083,13190,96
1140,13190,69
1253,13190,81
1038,13190,83
1223,13190,92
1096,13191,71
1337,13191,89
1298,13191,86
1043,13191,72
1076,13191,60
1141,13191,68
1182,13191,89
1007,13191,99
1000,13192,69
1121,13192,81
1250,13192,84
1091,13192,68
1260,13192,63
1149,13192,67
1198,13192,60
1047,13192,78
1080,13193,81
1097,13193,80
1146,13193,84
1051,13193,68
1020,13193,70
1229,13193,91
1318,13193,88
1335,13193,64
1104,13194,91
1017,13194,84
1154,13194,81
1339,13194,90
1268,13194,85
1077,13194,97
1238,13194,89
1055,13194,99
1216,13195,89
1025,13195,92
1226,13195,88
1123,13195,72
1148,13195,100
1053,13195,75
1334,13195,74
1087,13195,79
1088,13196,62
1001,13196,89
1186,13196,72
1059,13196,83
1276,13196,88
1157,13196,72
1294,13196,93
1111,13196,67
1112,13197,82
1297,13197,88
1162,13197,89
1067,13197,73
1060,13197,86
1213,13197,67
1150,13197,72
1015,13197,63
1008,13198,79
1049,13198,75
1274,13198,96
1131,13198,89
1204,13198,77
1173,13198,88
1094,13198,92
1119,13198,67
1176,13199,93
1073,13199,85
1034,13199,95
1099,13199,76
1228,13199,87
1005,13199,90
1158,13199,70
1311,13199,89
1240,13200,96
1009,13200,76
1346,13200,83
1163,13200,91
1036,13200,90
1101,13200,84
1134,13200,95
1095,13200,56
1064,13201,83
1057,13201,90
1018,13201,61
1171,13201,100
1108,13201,88
1221,13201,90
1342,13201,91
1159,13201,88
1320,13202,71
1105,13202,72
1202,13202,71
1035,13202,94
1156,13202,68
1085,13202,78
1022,13202,86
1247,13202,68
1016,13203,76
1081,13203,64
1098,13203,72
1227,13203,83
1132,13203,73
1061,13203,90
1302,13203,93
1199,13203,91
1184,13204,73
1089,13204,74
1130,13204,93
1235,13204,78
1028,13204,72
1109,13204,78
1046,13204,65
1343,13204,93
1160,13205,90
1241,13205,72
1282,13205,80
1027,13205,95
1116,13205,92
1133,13205,96
1054,13205,89
1071,13205,71
1152,13206,88
1345,13206,95
1106,13206,72
1003,13206,93
1236,13206,72
1197,13206,89
1070,13206,90
1063,13206,79
1328,13207,63
1033,13207,91
1082,13207,97
1219,13207,67
1140,13207,96
1117,13207,100
1030,13207,92
1191,13207,74
1272,13208,88
1217,13208,86
1138,13208,78
1179,13208,66
1004,13208,67
1037,13208,68
1078,13208,90
1127,13208,82
1072,13209,89
1017,13209,58
1146,13209,71
1187,13209,73
1124,13209,75
1293,13209,76
1062,13209,82
1263,13209,75
1192,13210,83
1025,13210,92
1234,13210,87
1075,13210,81
1148,13210,84
1045,13210,89
1126,13210,61
1351,13210,82
1120,13211,94
1041,13211,91
1306,13211,87
1347,13211,69
1244,13211,84
1013,13211,94
1142,13211,71
1079,13211,84
1096,13212,81
1321,13212,81
1090,13212,75
1043,13212,85
1316,13212,89
1205,13212,84
1150,13212,84
1023,13212,91
1104,13213,70
1049,13213,81
1210,13213,73
1139,13213,98
1292,13213,92
1021,13213,87
1086,13213,87
1327,13213,75
1024,13214,89
1145,13214,65
1322,13214,96
1051,13214,87
1252,13214,82
1125,13214,95
1270,13214,92
1087,13214,95
1112,13215,71
1193,13215,94
1330,13215,91
1011,13215,71
1044,13215,74
1093,13215,75
1310,13215,83
1135,13215,94
1080,13216,94
1113,13216,90
1242,13216,92
1275,13216,83
1212,13216,97
1029,13216,71
1038,13216,64
1143,13216,90
1128,13217,84
1305,13217,75
1066,13217,94
1107,13217,72
1012,13217,93
1325,13217,61
1190,13217,89
1039,13217,94
1088,13218,61
1257,13218,71
1114,13218,73
1059,13218,83
1228,13218,65
1301,13218,92
1158,13218,64
1031,13218,88
1336,13219,87
1121,13219,76
1154,13219,80
1083,13219,70
1020,13219,97
1237,13219,55
1278,13219,86
1047,13219,94
1136,13220,70
1057,13220,74
1074,13220,81
1115,13220,89
1236,13220,84
1005,13220,92
1206,13220,99
1319,13220,82
1200,13221,96
1097,13221,70
1026,13221,84
1307,13221,70
1172,13221,86
1053,13221,75
1134,13221,67
1095,13221,98
1000,13222,92
1065,13222,78
1042,13222,90
1315,13222,64
1284,13222,93
1101,13222,89
1142,13222,90
1167,13222,95
1040,13223,86
1153,13223,84
1082,13223,88
1323,13223,92
1028,13223,71
1181,13223,92
1102,13223,66
1271,13223,77
1008,13224,91
1033,13224,91
1338,13224,94
1243,13224,92
1156,13224,93
1109,13224,97
1094,13224,87
1295,13224,63
1144,13225,78
1105,13225,69
1170,13225,87
1091,13225,93
1300,13225,72
1061,13225,88
1246,13225,98
1007,13225,88
1152,13226,64
1201,13226,68
1002,13226,95
1251,13226,63
1084,13226,93
1117,13226,92
1046,13226,80
1335,13226,85
1128,13227,94
1113,13227,78
1050,13227,96
1019,13227,73
1244,13227,91
1069,13227,85
1166,13227,91
1343,13227,88
1120,13228,78
1313,13228,95
1010,13228,64
1331,13228,73
1052,13228,94
1261,13228,71
1070,13228,74
1151,13228,93
1280,13229,92
1209,13229,81
1018,13229,95
1067,13229,77
1132,13229,88
1309,13229,89
1054,13229,62
1103,13229,98
1016,13230,72
1073,13230,78
1122,13230,77
1035,13230,86
1252,13230,87
1317,13230,97
1286,13230,96
1159,13230,61
1048,13231,90
1217,13231,88
1130,13231,94
1123,13231,71
1228,13231,71
1013,13231,69
1174,13231,92
1071,13231,100
1344,13232,60
1001,13232,99
1138,13232,88
1099,13232,88
1220,13232,76
1245,13232,84
1062,13232,65
1079,13232,86
1288,13233,92
1009,13233,90
1146,13233,100
1043,13233,80
1100,13233,91
1077,13233,66
1262,13233,60
1351,13233,86
1024,13234,90
1081,13234,97
1314,13234,95
1147,13234,57
1332,13234,54
1253,13234,95
1110,13234,83
1055,13234,88
1000,13235,76
1089,13235,58
1178,13235,81
1283,13235,69
1108,13235,77
1037,13235,82
1254,13235,68
1135,13235,96
1056,13236,75
1065,13236,77
1098,13236,84
1155,13236,83
1236,13236,74
1293,13236,96
1350,13236,65
1015,13236,98
1032,13237,91
1073,13237,71
1106,13237,87
1131,13237,92
1244,13237,84
1021,13237,72
1318,13237,70
1279,13237,96
1096,13238,92
1289,13238,91
1058,13238,74
1075,13238,89
1260,13238,76
1141,13238,75
1230,13238,72
1023,13238,84
1256,13239,92
1329,13239,58
1186,13239,77
1027,13239,95
1060,13239,92
1149,13239,88
1118,13239,84
1087,13239,64
1264,13240,60
1017,13240,82
1218,13240,95
1083,13240,80
1116,13240,91
1157,13240,89
1038,13240,69
1327,13240,88
1104,13241,91
1041,13241,94
1090,13241,76
1339,13241,81
1196,13241,85
1029,13241,74
1150,13241,60
1303,13241,99
1040,13242,69
1081,13242,92
1290,13242,87
1347,13242,75
1124,13242,89
1269,13242,89
1006,13242,90
1143,13242,87
1272,13243,78
1025,13243,92
1194,13243,64
1091,13243,92
1140,13243,85
1045,13243,88
1238,13243,87
1111,13243,72
1112,13244,89
1049,13244,88
1066,13244,77
1139,13244,98
1004,13244,93
1189,13244,92
1294,13244,89
1207,13244,76
1048,13245,66
1001,13245,89
1114,13245,94
1291,13245,89
1148,13245,79
1213,13245,89
1078,13245,67
1175,13245,89
1056,13246,69
1265,13246,90
1154,13246,76
1323,13246,76
1100,13246,66
1005,13246,63
1086,13246,80
1311,13246,90
1008,13247,89
1121,13247,90
1034,13247,88
1147,13247,70
1252,13247,88
1165,13247,93
1094,13247,72
1319,13247,84
1032,13248,64
1097,13248,66
1346,13248,78
1003,13248,82
1268,13248,81
1133,13248,78
1070,13248,91
1255,13248,71
1280,13249,83
1009,13249,88
1074,13249,76
1331,13249,94
1156,13249,94
1053,13249,83
1182,13249,85
1119,13249,74
1040,13250,89
1129,13250,81
1202,13250,61
1011,13250,76
1108,13250,95
1085,13250,82
1246,13250,78
1335,13250,70
1136,13251,80
1297,13251,62
1042,13251,79
1019,13251,90
1116,13251,85
1333,13251,100
1078,13251,95
1231,13251,87
1320,13252,72
1017,13252,92
1082,13252,91
1155,13252,92
1124,13252,93
1061,13252,74
1254,13252,91
1295,13252,75
1328,13253,91
1137,13253,93
1250,13253,71
1067,13253,82
1276,13253,76
1013,13253,79
1126,13253,100
1063,13253,92
1256,13254,82
1305,13254,94
1090,13254,95
1131,13254,66
1340,13254,91
1125,13254,83
1046,13254,65
1031,13254,92
1336,13255,82
1145,13255,79
1258,13255,92
1051,13255,99
1204,13255,88
1021,13255,83
1086,13255,98
1127,13255,71
1144,13256,96
1313,13256,80
1226,13256,86
1107,13256,96
1012,13256,91
1037,13256,88
1094,13256,69
1183,13256,87
1208,13257,73
1153,13257,89
1234,13257,89
1259,13257,68
1020,13257,86
1045,13257,78
1070,13257,84
1103,13257,98
1064,13258,65
1057,13258,95
1210,13258,82
1027,13258,82
1100,13258,80
1141,13258,97
1270,13258,91
1191,13258,97
1152,13259,79
1289,13259,81
1242,13259,96
1267,13259,92
1108,13259,75
1093,13259,84
1054,13259,75
1007,13259,82
1016,13260,72
1129,13260,87
1066,13260,85
1227,13260,63
1348,13260,94
1053,13260,95
1214,13260,77
1111,13260,99
1344,13261,71
1273,13261,71
1122,13261,60
1235,13261,62
1132,13261,76
1061,13261,95
1078,13261,88
1015,13261,87
1072,13262,74
1281,13262,96
1162,13262,63
1003,13262,86
1036,13262,99
1229,13262,85
1158,13262,90
1119,13262,96
1024,13263,90
1137,13263,99
1170,13263,67
1059,13263,63
1324,13263,65
1237,13263,63
1102,13263,76
1095,13263,66
1248,13264,75
1025,13264,69
1322,13264,93
1115,13264,89
1140,13264,92
1069,13264,89
1278,13264,69
1039,13264,75
1296,13265,74
1145,13265,82
1330,13265,85
1035,13265,89
1284,13265,60
1077,13265,90
1110,13265,69
1023,13265,85
1000,13266,75
1337,13266,74
1074,13266,92
1043,13266,77
1116,13266,84
1277,13266,75
1222,13266,71
1151,13266,63
1224,13267,75
1345,13267,80
1098,13267,89
1163,13267,67
1028,13267,71
1037,13267,65
1134,13267,95
1071,13267,74
1048,13268,92
1297,13268,73
1106,13268,92
1011,13268,93
1092,13268,84
1173,13268,95
1286,13268,86
1159,13268,70
1304,13269,59
1033,13269,75
1250,13269,96
1339,13269,75
1004,13269,99
1149,13269,94
1118,13269,78
1079,13269,76
1056,13270,65
1105,13270,90
1082,13270,81
1139,13270,89
1228,13270,83
1221,13270,97
1302,13270,73
1031,13270,74
1128,13271,61
1321,13271,91
1090,13271,94
1299,13271,73
1236,13271,66
1045,13271,97
1126,13271,66
1007,13271,95
1312,13272,76
1001,13272,96
1338,13272,78
1147,13272,71
1044,13272,63
1285,13272,91
1086,13272,81
1127,13272,66
1008,13273,83
1249,13273,76
1130,13273,97
1307,13273,76
1052,13273,88
1181,13273,85
1102,13273,74
1087,13273,93
1216,13274,98
1257,13274,84
1050,13274,95
1019,13274,89
1068,13274,70
1101,13274,73
1230,13274,63
1135,13274,79
1136,13275,64
1225,13275,77
1026,13275,70
1315,13275,95
1332,13275,89
1109,13275,91
1062,13275,90
1095,13275,81
1016,13276,94
1233,13276,74
1114,13276,71
1155,13276,81
1260,13276,97
1301,13276,100
1094,13276,88
1047,13276,82
1144,13277,67
1041,13277,90
1346,13277,83
1275,13277,87
1124,13277,89
1085,13277,92
1238,13277,60
1015,13277,76
1320,13278,68
1049,13278,86
1002,13278,66
1283,13278,85
1148,13278,84
1093,13278,84
1198,13278,67
1103,13278,77
1120,13279,90
1089,13279,86
1178,13279,96
1259,13279,64
1244,13279,84
1157,13279,74
1014,13279,90
1055,13279,85
1024,13280,85
1153,13280,93
1066,13280,86
1051,13280,66
1212,13280,66
1117,13280,72
1190,13280,72
1239,13280,96
1232,13281,65
1329,13281,86
1010,13281,90
1075,13281,90
1060,13281,98
1189,13281,73
1142,13281,87
1111,13281,95
1328,13282,72
1057,13282,86
1186,13282,73
1027,13282,97
1076,13282,98
1133,13282,93
1110,13282,84
1215,13282,92
1192,13283,93
1009,13283,88
1122,13283,86
1131,13283,75
1180,13283,78
1069,13283,78
1038,13283,92
1343,13283,61
1096,13284,74
1065,13284,61
1298,13284,76
1139,13284,84
1188,13284,80
1029,13284,75
1246,13284,95
1063,13284,67
1264,13285,83
1073,13285,82
1058,13285,55
1171,13285,91
1012,13285,94
1309,13285,69
1118,13285,72
1143,13285,93
1200,13286,97
1113,13286,81
1074,13286,78
